Customer.ID,Total_Sales,Order_Count,Avg_Order_Value,Total_Profit,First_Order,Last_Order,Customer_Segment
KN-167051,2614,7,373.43,565.53,2011-08-03,2013-12-10,High Value
KN-167052,548,5,109.6,107.18,2011-08-23,2011-12-15,Medium Value
KN-167053,441,8,55.12,-66.97,2011-06-30,2013-03-08,Low Value
KN-167054,2280,15,152.0,329.76,2011-03-02,2014-09-24,High Value
KN-63901,117,1,117.0,41.04,2012-12-06,2012-12-06,Low Value
KN-63902,201,3,67.0,36.33,2013-12-11,2014-04-02,Low Value
KN-64501,1221,7,174.43,373.49,2011-05-09,2014-09-29,Medium Value
KN-64502,548,5,109.6,-628.87,2012-06-28,2014-09-02,Medium Value
KN-67051,318,2,159.0,71.82,2011-06-20,2011-06-20,Low Value
KN-67052,4514,9,501.56,691.19,2011-09-07,2014-08-30,High Value
KS-163001,1979,8,247.38,350.35,2012-02-14,2013-10-17,Medium Value
KS-163002,2051,15,136.73,568.54,2011-08-09,2014-11-26,High Value
KS-163003,984,12,82.0,160.99,2011-03-11,2014-02-28,Medium Value
KS-163004,89,4,22.25,0.11,2012-01-13,2014-03-11,Low Value
KS-63001,113,3,37.67,28.23,2012-08-29,2013-09-16,Low Value
KS-63002,109,1,109.0,5.46,2014-09-16,2014-09-16,Low Value
KT-164651,4421,20,221.05,932.63,2011-09-21,2014-09-25,High Value
KT-164652,796,7,113.71,-179.9,2013-02-08,2014-11-18,Medium Value
KT-164653,7450,28,266.07,-417.15,2011-04-19,2014-10-24,High Value
KT-164654,3058,14,218.43,254.0,2011-09-08,2013-12-05,High Value
KT-164801,1271,9,141.22,-358.81,2011-10-20,2014-12-04,Medium Value
KT-164802,159,5,31.8,-1.65,2011-07-24,2014-08-19,Low Value
KT-164803,170,4,42.5,10.24,2012-10-23,2013-07-04,Low Value
KT-164804,4642,13,357.08,194.07,2011-03-10,2014-09-22,High Value
KT-64651,939,4,234.75,266.85,2011-03-23,2011-11-23,Medium Value
KT-64652,48,2,24.0,9.12,2014-09-17,2014-09-17,Low Value
KT-64653,545,7,77.86,122.03,2013-03-13,2014-06-30,Medium Value
KT-64801,1720,11,156.36,125.99,2011-04-28,2014-08-06,Medium Value
KT-64802,400,3,133.33,-587.75,2014-05-29,2014-10-08,Low Value
KW-164351,1409,5,281.8,337.5,2013-08-02,2014-12-05,Medium Value
KW-164352,7658,19,403.05,1101.72,2011-09-17,2014-04-07,High Value
KW-164353,1835,13,141.15,-169.31,2012-11-21,2014-10-10,Medium Value
KW-164354,4418,10,441.8,1756.14,2012-08-24,2014-09-26,High Value
KW-165701,5505,18,305.83,1537.82,2011-06-27,2014-12-09,High Value
KW-165702,1717,12,143.08,409.91,2011-05-15,2014-08-29,Medium Value
KW-165703,1585,23,68.91,135.9,2011-02-08,2014-09-11,Medium Value
KW-165704,449,5,89.8,107.93,2011-09-30,2012-11-20,Low Value
KW-64351,427,11,38.82,80.97,2011-02-17,2014-08-06,Low Value
KW-65701,549,5,109.8,174.66,2011-02-08,2014-11-13,Medium Value
KW-65702,2028,8,253.5,4.92,2012-03-13,2014-05-06,High Value
LA-167801,8091,15,539.4,474.44,2011-02-17,2014-08-26,High Value
LA-167802,6678,21,318.0,1053.8,2011-12-21,2014-12-18,High Value
LA-167803,832,4,208.0,166.66,2011-06-04,2014-10-09,Medium Value
LA-167804,8674,26,333.62,2059.12,2011-04-29,2014-07-30,High Value
LA-67801,559,6,93.17,148.62,2013-10-21,2014-10-14,Medium Value
LA-67802,3030,14,216.43,59.67,2011-09-27,2014-12-30,High Value
LB-167351,2161,10,216.1,311.29,2011-01-03,2013-06-07,High Value
LB-167352,1780,10,178.0,584.81,2011-03-31,2014-12-22,Medium Value
LB-167353,8694,29,299.79,651.48,2011-07-07,2014-11-18,High Value
LB-167354,50,3,16.67,18.65,2013-07-26,2014-11-13,Low Value
LB-167951,8487,15,565.8,1517.92,2011-02-17,2014-05-22,High Value
LB-167952,8613,13,662.54,2892.72,2011-10-28,2014-11-22,High Value
LB-167953,2504,21,119.24,156.94,2011-02-14,2014-11-14,High Value
LB-167954,4986,24,207.75,-52.19,2011-04-23,2014-08-01,High Value
LB-67351,743,3,247.67,183.66,2012-07-25,2014-08-16,Medium Value
LB-67352,114,1,114.0,1.08,2012-06-25,2012-06-25,Low Value
LB-67353,1041,7,148.71,-86.49,2011-05-24,2014-07-29,Medium Value
LB-67951,247,6,41.17,-262.94,2011-12-21,2014-09-19,Low Value
LB-67952,1550,9,172.22,50.79,2011-05-06,2014-11-05,Medium Value
LC-168701,4570,9,507.78,854.76,2011-02-26,2014-05-31,High Value
LC-168702,1392,9,154.67,362.4,2011-06-13,2013-08-24,Medium Value
LC-168703,1317,7,188.14,19.44,2011-10-25,2014-09-17,Medium Value
LC-168704,2579,30,85.97,-188.25,2012-05-03,2014-12-04,High Value
LC-168851,4867,13,374.38,847.5,2011-01-24,2014-08-13,High Value
LC-168852,1506,7,215.14,-290.02,2011-09-28,2014-03-17,Medium Value
LC-168853,3025,8,378.12,-520.35,2012-08-26,2014-11-21,High Value
LC-168854,7662,23,333.13,1288.35,2011-04-25,2014-12-15,High Value
LC-169301,2629,10,262.9,328.98,2011-08-11,2014-09-17,High Value
LC-169302,2689,20,134.45,722.97,2011-04-06,2014-11-12,High Value
LC-169303,1848,6,308.0,592.13,2012-05-28,2014-11-08,Medium Value
LC-169304,4492,14,320.86,288.27,2011-02-21,2014-11-20,High Value
LC-169601,4611,10,461.1,262.14,2011-11-29,2014-10-13,High Value
LC-169602,3477,11,316.09,830.09,2012-05-09,2014-10-31,High Value
LC-169603,478,7,68.29,-25.73,2012-10-12,2014-12-29,Low Value
LC-169604,3247,7,463.86,299.48,2012-02-23,2013-10-21,High Value
LC-170501,1780,8,222.5,-167.65,2012-10-13,2014-09-15,Medium Value
LC-170502,4298,10,429.8,665.84,2012-02-11,2014-12-27,High Value
LC-170503,4760,16,297.5,565.08,2011-05-30,2014-09-15,High Value
LC-170504,2096,9,232.89,86.78,2011-02-01,2014-11-07,High Value
LC-171401,2287,6,381.17,356.01,2013-03-29,2014-12-18,High Value
LC-171402,6100,19,321.05,633.28,2011-08-22,2014-11-15,High Value
LC-171403,2106,16,131.62,233.99,2011-07-27,2014-11-17,High Value
LC-171404,2633,19,138.58,231.13,2011-09-09,2014-12-18,High Value
LC-68701,294,4,73.5,-190.96,2012-06-07,2014-09-18,Low Value
LC-68702,926,7,132.29,319.38,2011-08-01,2014-12-08,Medium Value
LC-68851,1711,16,106.94,-146.65,2011-11-08,2014-06-05,Medium Value
LC-68852,95,1,95.0,4.74,2012-11-23,2012-11-23,Low Value
LC-68853,23,1,23.0,-11.05,2013-03-20,2013-03-20,Low Value
LC-69301,3984,13,306.46,503.34,2011-11-05,2014-10-21,High Value
LC-69302,1096,4,274.0,-162.26,2012-03-06,2014-03-15,Medium Value
LC-69601,1905,10,190.5,473.01,2012-01-11,2013-11-14,Medium Value
LC-69602,583,5,116.6,-418.28,2011-04-26,2014-06-23,Medium Value
LC-70501,1909,11,173.55,537.67,2012-09-18,2014-12-24,Medium Value
LC-70502,5284,4,1321.0,1159.89,2014-08-20,2014-12-25,High Value
LC-71401,1309,2,654.5,211.32,2014-04-12,2014-04-12,Medium Value
LC-71402,922,3,307.33,135.66,2011-11-01,2011-11-01,Medium Value
LC-71403,725,6,120.83,123.9,2012-06-22,2014-12-15,Medium Value
LD-168551,1475,13,113.46,258.37,2011-07-23,2014-01-02,Medium Value
LD-168552,8109,19,426.79,1194.25,2011-08-25,2014-09-18,High Value
LD-168553,3770,25,150.8,360.11,2011-05-31,2014-11-19,High Value
LD-168554,5,1,5.0,0.46,2013-06-27,2013-06-27,Low Value
LD-170051,5389,20,269.45,974.53,2011-05-06,2014-10-08,High Value
LD-170052,1956,11,177.82,-476.8,2011-06-24,2014-09-03,Medium Value
LD-170053,2154,11,195.82,197.74,2011-11-08,2014-11-12,High Value
LD-170054,1963,7,280.43,557.17,2011-09-29,2013-11-12,Medium Value
LD-68551,1703,8,212.88,89.71,2012-05-30,2014-10-12,Medium Value
LD-68552,1119,5,223.8,-416.16,2011-05-12,2014-07-30,Medium Value
LD-70051,61,1,61.0,-77.12,2011-09-08,2011-09-08,Low Value
LD-70052,19,1,19.0,8.61,2014-11-18,2014-11-18,Low Value
LD-70053,282,7,40.29,-18.69,2011-02-11,2013-09-02,Low Value
LE-168101,2499,15,166.6,227.02,2011-08-15,2014-12-17,High Value
LE-168102,5938,24,247.42,1216.11,2011-04-19,2014-10-11,High Value
LE-168103,521,4,130.25,132.23,2014-03-12,2014-03-12,Medium Value
LE-168104,1469,9,163.22,161.76,2011-05-27,2014-12-10,Medium Value
LE-68101,1050,9,116.67,287.91,2011-06-06,2014-10-29,Medium Value
LF-171851,3870,18,215.0,-29.1,2012-02-09,2014-11-12,High Value
LF-171852,4989,19,262.58,-103.32,2012-01-24,2014-11-28,High Value
LF-171853,76,2,38.0,16.2,2012-06-07,2013-09-12,Low Value
LF-171854,3931,16,245.69,-3583.98,2011-07-26,2014-12-09,High Value
LF-71851,351,2,175.5,32.88,2012-07-24,2012-11-07,Low Value
LF-71852,205,4,51.25,22.97,2013-11-05,2014-07-07,Low Value
LH-167501,646,7,92.29,-92.27,2012-06-15,2014-11-14,Medium Value
LH-167502,842,5,168.4,219.84,2013-09-25,2013-10-14,Medium Value
LH-167503,6172,29,212.83,456.82,2011-07-23,2014-12-19,High Value
LH-167504,288,3,96.0,12.63,2011-09-21,2014-08-02,Low Value
LH-169001,5730,18,318.33,639.31,2011-07-05,2014-07-10,High Value
LH-169002,689,5,137.8,55.5,2012-07-19,2014-08-15,Medium Value
LH-169003,3384,14,241.71,-225.49,2012-04-06,2014-07-08,High Value
LH-169004,2298,15,153.2,526.07,2011-08-19,2014-12-10,High Value
LH-170201,2632,6,438.67,14.73,2011-09-29,2014-06-16,High Value
LH-170202,1361,5,272.2,-43.18,2011-05-27,2014-06-05,Medium Value
LH-170203,3880,20,194.0,1311.53,2012-04-30,2014-11-20,High Value
LH-170204,318,6,53.0,-242.74,2011-09-08,2014-05-06,Low Value
LH-171551,5667,25,226.68,-469.26,2011-03-01,2014-10-17,High Value
LH-171552,6577,14,469.79,907.19,2011-12-13,2013-06-07,High Value
LH-171553,78,2,39.0,-5.38,2011-09-05,2012-12-27,Low Value
LH-171554,1740,19,91.58,316.52,2011-12-12,2013-12-11,Medium Value
LH-67501,312,2,156.0,54.76,2012-12-03,2012-12-04,Low Value
LH-67502,433,4,108.25,-10.57,2012-08-27,2014-08-28,Low Value
LH-69001,815,2,407.5,0.73,2012-11-12,2014-02-28,Medium Value
LH-69002,25,1,25.0,1.26,2011-05-13,2011-05-13,Low Value
LH-70201,969,5,193.8,300.48,2013-12-26,2014-11-03,Medium Value
LH-70202,4,1,4.0,-2.75,2012-02-20,2012-02-20,Low Value
LH-71551,137,1,137.0,49.44,2014-04-26,2014-04-26,Low Value
LH-71552,152,1,152.0,50.22,2012-09-03,2012-09-03,Low Value
LH-71553,2937,10,293.7,670.8,2014-03-03,2014-08-26,High Value
LL-168401,2678,9,297.56,709.37,2012-05-10,2014-09-05,High Value
LL-168402,4256,12,354.67,-954.87,2011-06-28,2014-06-03,High Value
LL-168403,1613,10,161.3,-49.91,2013-03-26,2014-12-05,Medium Value
LL-168404,2740,12,228.33,560.01,2011-04-29,2014-04-26,High Value
LL-68401,3082,17,181.29,410.88,2011-05-25,2014-11-26,High Value
LL-68402,570,6,95.0,219.46,2011-08-17,2014-11-19,Medium Value
LM-170651,5588,16,349.25,124.02,2011-02-21,2014-10-08,High Value
LM-170652,1687,9,187.44,329.08,2011-08-18,2013-12-07,Medium Value
LM-170653,628,4,157.0,-14.76,2011-04-16,2014-06-24,Medium Value
LM-170654,1347,7,192.43,-44.88,2011-06-27,2013-12-05,Medium Value
LM-70651,1616,8,202.0,426.06,2012-03-19,2014-11-06,Medium Value
LM-70652,4665,6,777.5,1048.62,2014-12-24,2014-12-24,High Value
LO-171701,4683,15,312.2,570.36,2011-04-18,2014-11-15,High Value
LO-171702,3470,15,231.33,1171.36,2011-02-02,2014-09-08,High Value
LO-171703,2462,15,164.13,427.81,2011-06-18,2014-09-03,High Value
LO-171704,644,9,71.56,150.17,2012-02-06,2014-12-29,Medium Value
LO-71701,1349,5,269.8,424.32,2011-12-31,2014-12-27,Medium Value
LO-71702,933,10,93.3,-955.3,2011-12-26,2014-09-24,Medium Value
LP-170801,2949,10,294.9,-75.97,2011-05-19,2014-10-17,High Value
LP-170802,1128,10,112.8,89.47,2012-02-07,2014-11-06,Medium Value
LP-170803,2799,12,233.25,-386.21,2011-08-22,2014-05-15,High Value
LP-170804,757,9,84.11,110.78,2011-06-24,2014-11-21,Medium Value
LP-170951,4733,15,315.53,648.65,2012-06-11,2014-10-15,High Value
LP-170952,1493,7,213.29,164.17,2013-01-01,2014-01-03,Medium Value
LP-170953,5720,25,228.8,852.07,2011-04-04,2014-12-12,High Value
LP-170954,3654,15,243.6,338.45,2013-06-07,2014-12-22,High Value
LP-70801,1625,9,180.56,73.2,2011-01-27,2014-05-02,Medium Value
LP-70802,207,4,51.75,-76.84,2013-05-13,2014-06-30,Low Value
LP-70951,4,1,4.0,0.42,2014-12-31,2014-12-31,Low Value
LP-70952,238,4,59.5,61.32,2013-06-03,2013-06-03,Low Value
LP-70953,769,4,192.25,57.63,2011-09-21,2014-09-06,Medium Value
LR-169151,6098,11,554.36,1650.12,2011-04-14,2014-05-02,High Value
LR-169152,8429,16,526.81,1143.37,2012-08-06,2014-08-21,High Value
LR-169153,2765,13,212.69,275.5,2011-03-25,2014-08-04,High Value
LR-169154,5143,16,321.44,535.48,2011-08-08,2014-12-05,High Value
LR-170351,4601,14,328.64,541.84,2011-10-14,2014-11-07,High Value
LR-170352,5989,15,399.27,1231.88,2011-12-03,2014-04-25,High Value
LR-170353,3652,19,192.21,774.78,2011-07-06,2014-11-16,High Value
LR-170354,1880,12,156.67,-382.81,2011-09-07,2014-08-21,Medium Value
LR-69151,49,1,49.0,11.85,2011-08-04,2011-08-04,Low Value
LR-69152,419,8,52.38,-244.6,2011-11-21,2013-02-15,Low Value
LR-70351,1864,11,169.45,189.63,2011-04-25,2014-09-16,Medium Value
LR-70352,813,7,116.14,93.81,2011-03-28,2014-08-08,Medium Value
LS-169451,4275,11,388.64,-40.6,2011-09-29,2014-05-25,High Value
LS-169452,1979,10,197.9,48.34,2011-04-26,2014-12-04,Medium Value
LS-169453,1321,7,188.71,224.52,2012-11-16,2014-10-10,Medium Value
LS-169454,2845,14,203.21,-318.77,2012-04-25,2014-07-06,High Value
LS-169751,1977,6,329.5,658.02,2012-11-12,2014-04-25,Medium Value
LS-169752,1123,6,187.17,53.73,2011-06-17,2014-11-08,Medium Value
LS-169753,2560,14,182.86,763.49,2011-10-07,2014-10-29,High Value
LS-169754,2989,22,135.86,262.64,2011-10-20,2014-12-11,High Value
LS-172001,4036,18,224.22,550.17,2011-01-31,2014-12-16,High Value
LS-172002,3216,5,643.2,-197.81,2012-09-09,2013-11-11,High Value
LS-172003,6997,17,411.59,1159.89,2012-07-16,2014-10-17,High Value
LS-172004,1009,14,72.07,244.2,2011-10-18,2014-09-26,Medium Value
LS-172301,5888,27,218.07,1090.65,2011-10-17,2014-12-27,High Value
LS-172302,2369,13,182.23,440.39,2011-11-22,2014-06-04,High Value
LS-172303,1949,14,139.21,376.46,2012-04-04,2014-06-24,Medium Value
LS-172304,368,6,61.33,39.2,2011-01-07,2012-11-14,Low Value
LS-172451,3639,12,303.25,824.92,2012-05-26,2014-05-21,High Value
LS-172452,893,5,178.6,164.74,2013-07-09,2014-02-01,Medium Value
LS-172453,5219,16,326.19,540.16,2011-04-01,2014-11-11,High Value
LS-172454,1007,12,83.92,348.36,2011-10-16,2014-11-27,Medium Value
LS-69451,1321,9,146.78,474.83,2013-01-28,2014-06-24,Medium Value
LS-69452,194,2,97.0,9.33,2013-05-01,2013-05-01,Low Value
LS-69453,1210,10,121.0,-465.5,2012-06-28,2014-12-25,Medium Value
LS-69751,217,5,43.4,-10.84,2014-01-17,2014-07-06,Low Value
LS-69752,451,4,112.75,100.74,2014-02-22,2014-02-22,Low Value
LS-69753,49,2,24.5,-49.7,2012-09-12,2012-09-12,Low Value
LS-72001,341,4,85.25,-102.47,2012-04-27,2013-12-13,Low Value
LS-72301,505,8,63.12,43.04,2011-11-19,2014-04-01,Medium Value
LS-72302,660,11,60.0,-612.33,2011-12-19,2014-09-23,Medium Value
LS-72451,915,7,130.71,-386.35,2012-01-17,2013-12-23,Medium Value
LS-72452,40,2,20.0,6.3,2011-05-20,2014-05-28,Low Value
LT-167651,7225,15,481.67,904.96,2011-02-19,2014-12-25,High Value
LT-167652,4891,10,489.1,1701.33,2012-05-21,2014-08-15,High Value
LT-167653,4808,22,218.55,1283.34,2011-01-23,2014-10-21,High Value
LT-167654,330,3,110.0,59.04,2011-09-01,2014-12-05,Low Value
LT-171101,4690,17,275.88,504.31,2011-02-07,2014-06-03,High Value
LT-171102,4197,19,220.89,275.15,2011-06-01,2014-11-07,High Value
LT-171103,1163,5,232.6,281.86,2011-02-09,2014-03-21,Medium Value
LT-171104,2935,14,209.64,320.97,2011-06-01,2014-11-27,High Value
LT-67651,1279,4,319.75,259.56,2012-12-30,2013-04-26,Medium Value
LT-67652,29,1,29.0,1.44,2014-12-23,2014-12-23,Low Value
LT-67653,57,1,57.0,3.99,2013-01-10,2013-01-10,Low Value
LT-71101,7853,16,490.81,1676.09,2014-01-28,2014-11-06,High Value
LT-71102,379,3,126.33,88.05,2011-06-09,2014-10-15,Low Value
LW-168251,2026,14,144.71,489.52,2011-03-24,2014-10-30,High Value
LW-168252,5260,11,478.18,383.7,2012-11-07,2014-12-09,High Value
LW-168253,469,3,156.33,76.21,2013-03-21,2014-08-21,Low Value
LW-168254,2239,15,149.27,32.58,2011-05-30,2014-10-04,High Value
LW-169901,1151,8,143.88,367.18,2011-04-14,2013-06-04,Medium Value
LW-169902,4275,12,356.25,406.16,2011-09-14,2014-08-22,High Value
LW-169903,456,6,76.0,-100.82,2012-07-06,2014-12-08,Low Value
LW-169904,3232,11,293.82,662.83,2013-05-06,2014-11-28,High Value
LW-171251,529,1,529.0,-176.19,2013-07-24,2013-07-24,Medium Value
LW-171252,2329,14,166.36,120.56,2011-04-07,2014-11-06,High Value
LW-171253,1252,6,208.67,381.05,2012-11-12,2014-11-20,Medium Value
LW-171254,1259,5,251.8,192.63,2011-09-11,2014-06-09,Medium Value
LW-172151,2914,14,208.14,-296.61,2011-01-25,2014-11-18,High Value
LW-172152,404,4,101.0,30.93,2011-03-08,2014-03-31,Low Value
LW-172153,1789,14,127.79,423.0,2011-03-28,2014-05-02,Medium Value
LW-172154,5422,15,361.47,837.24,2011-09-12,2014-12-10,High Value
LW-68251,329,9,36.56,79.66,2012-08-24,2014-11-05,Low Value
LW-68252,550,11,50.0,87.13,2012-06-29,2014-11-29,Medium Value
LW-69901,172,5,34.4,18.57,2011-09-14,2014-12-08,Low Value
LW-69902,1696,16,106.0,133.01,2011-01-03,2014-12-17,Medium Value
LW-71251,2012,8,251.5,714.98,2012-01-31,2014-11-28,High Value
LW-71252,664,7,94.86,167.02,2012-03-01,2014-06-12,Medium Value
LW-72151,896,4,224.0,-341.38,2011-12-02,2014-08-21,Medium Value
LW-72152,277,1,277.0,91.44,2014-02-22,2014-02-22,Low Value
LW-72153,349,1,349.0,104.76,2013-09-19,2013-09-19,Low Value
MA-175601,1209,11,109.91,52.09,2011-05-20,2014-05-28,Medium Value
MA-175602,2823,14,201.64,-574.95,2011-01-19,2014-08-25,High Value
MA-175603,2486,15,165.73,66.71,2013-06-25,2014-09-19,High Value
MA-175604,4300,34,126.47,1240.23,2011-08-08,2014-10-28,High Value
MA-179951,4311,14,307.93,830.79,2011-11-25,2014-09-03,High Value
MA-179952,1634,6,272.33,259.33,2012-04-30,2014-08-31,Medium Value
MA-179953,1607,10,160.7,-481.58,2011-05-18,2014-11-19,Medium Value
MA-179954,2453,12,204.42,280.78,2011-09-20,2014-06-28,High Value
MA-75601,559,2,279.5,79.59,2014-05-13,2014-05-13,Medium Value
MA-75602,1070,6,178.33,-343.76,2011-09-21,2012-08-23,Medium Value
MA-79951,1558,11,141.64,429.23,2011-01-20,2014-01-10,Medium Value
MA-79952,130,1,130.0,30.0,2014-08-15,2014-08-15,Low Value
MA-79953,240,5,48.0,-245.87,2011-11-14,2014-12-15,Low Value
MB-173051,7524,5,1504.8,1895.59,2012-05-05,2014-06-24,High Value
MB-173052,5086,17,299.18,756.9,2012-07-05,2014-12-30,High Value
MB-173053,2573,7,367.57,616.49,2012-05-16,2014-09-17,High Value
MB-173054,1547,19,81.42,212.42,2011-08-08,2014-11-13,Medium Value
MB-180851,6116,7,873.71,1191.72,2012-04-14,2014-09-10,High Value
MB-180852,1735,13,133.46,224.77,2011-01-11,2014-09-18,Medium Value
MB-180853,5466,28,195.21,702.0,2011-12-20,2014-10-09,High Value
MB-180854,1429,10,142.9,117.81,2011-01-06,2014-11-17,Medium Value
MB-73051,4215,5,843.0,1055.43,2011-08-24,2014-06-13,High Value
MB-73052,662,7,94.57,85.51,2011-11-24,2014-12-09,Medium Value
MB-80851,139,4,34.75,-99.11,2011-01-15,2014-12-20,Low Value
MB-80852,1566,9,174.0,458.77,2011-04-23,2014-10-01,Medium Value
MC-172751,2443,15,162.87,-25.74,2011-11-29,2014-11-17,High Value
MC-172752,2843,17,167.24,95.61,2011-06-10,2014-09-15,High Value
MC-172753,3672,14,262.29,932.21,2012-05-14,2014-08-11,High Value
MC-172754,2727,13,209.77,461.0,2011-09-08,2014-10-16,High Value
MC-174251,4780,16,298.75,947.08,2011-06-01,2014-12-08,High Value
MC-174252,526,6,87.67,119.47,2011-09-26,2013-10-16,Medium Value
MC-174253,5317,29,183.34,1111.62,2011-03-21,2014-10-27,High Value
MC-174254,4433,10,443.3,1802.39,2011-05-30,2013-11-27,High Value
MC-175751,7467,20,373.35,30.23,2011-09-06,2014-10-30,High Value
MC-175752,2352,10,235.2,595.9,2011-08-15,2014-08-14,High Value
MC-175753,3154,17,185.53,129.14,2012-01-18,2014-11-30,High Value
MC-175754,1304,11,118.55,210.75,2011-12-02,2014-12-04,Medium Value
MC-175901,2445,2,1222.5,341.25,2014-06-12,2014-06-12,High Value
MC-175902,2191,10,219.1,349.95,2011-04-27,2013-11-19,High Value
MC-175903,3057,17,179.82,357.42,2012-10-30,2014-10-22,High Value
MC-175904,2427,17,142.76,288.98,2011-05-20,2014-11-10,High Value
MC-176051,2942,8,367.75,-243.6,2011-12-12,2014-11-05,High Value
MC-176052,3719,11,338.09,906.51,2011-12-26,2013-09-18,High Value
MC-176053,4103,17,241.35,437.93,2013-12-02,2014-11-12,High Value
MC-176054,2258,18,125.44,195.45,2011-03-19,2014-09-10,High Value
MC-176351,7576,19,398.74,1329.56,2011-12-09,2014-11-26,High Value
MC-176352,2615,12,217.92,330.0,2012-03-15,2014-02-14,High Value
MC-176353,10126,29,349.17,2117.88,2011-03-25,2014-12-26,High Value
MC-176354,795,8,99.38,-247.94,2011-11-28,2014-06-25,Medium Value
MC-178451,6969,21,331.86,-124.13,2011-07-27,2014-12-23,High Value
MC-178452,1717,7,245.29,120.59,2013-01-07,2014-12-16,Medium Value
MC-178453,2456,16,153.5,369.43,2011-07-26,2014-10-22,High Value
MC-178454,3805,14,271.79,698.42,2011-07-05,2014-12-30,High Value
MC-181001,3397,11,308.82,-842.03,2011-01-15,2014-10-31,High Value
MC-181002,3957,15,263.8,641.02,2011-08-23,2014-08-30,High Value
MC-181003,1781,13,137.0,395.89,2011-12-09,2014-11-19,Medium Value
MC-181004,2220,19,116.84,-64.17,2011-06-18,2014-11-20,High Value
MC-181301,790,5,158.0,131.02,2011-10-03,2014-05-05,Medium Value
MC-181302,3277,9,364.11,681.35,2011-06-01,2014-03-31,High Value
MC-181303,2881,24,120.04,-216.97,2011-09-28,2014-11-10,High Value
MC-181304,1582,11,143.82,121.76,2011-09-19,2013-12-27,Medium Value
MC-72751,1324,5,264.8,44.67,2011-08-10,2014-05-10,Medium Value
MC-72752,2979,5,595.8,605.73,2012-06-15,2013-12-24,High Value
MC-74251,1381,12,115.08,-1144.84,2011-09-28,2014-11-26,Medium Value
MC-74252,111,1,111.0,15.54,2014-09-13,2014-09-13,Low Value
MC-75751,761,6,126.83,-13.32,2012-10-05,2014-12-22,Medium Value
MC-75752,2859,11,259.91,796.64,2012-02-20,2014-11-18,High Value
MC-75901,481,4,120.25,82.29,2012-08-10,2014-01-29,Low Value
MC-75902,1073,5,214.6,487.29,2012-03-08,2012-03-08,Medium Value
MC-76051,18,1,18.0,3.63,2011-07-06,2011-07-06,Low Value
MC-76052,190,3,63.33,67.05,2014-06-19,2014-06-19,Low Value
MC-76351,634,9,70.44,105.54,2012-03-06,2012-07-10,Medium Value
MC-76352,59,3,19.67,8.26,2012-05-07,2013-03-07,Low Value
MC-78451,384,4,96.0,50.13,2011-09-10,2014-01-03,Low Value
MC-78452,608,3,202.67,98.57,2012-11-20,2014-11-27,Medium Value
MC-81001,659,4,164.75,205.44,2011-08-09,2014-09-18,Medium Value
MC-81301,345,4,86.25,-66.15,2013-06-12,2014-03-19,Low Value
MC-81302,480,4,120.0,145.62,2011-11-08,2013-01-18,Low Value
MD-173501,2062,11,187.45,-543.55,2012-08-27,2014-09-24,High Value
MD-173502,970,4,242.5,95.79,2013-11-06,2014-01-26,Medium Value
MD-173503,9657,28,344.89,1730.67,2011-10-21,2014-12-05,High Value
MD-173504,3766,17,221.53,-241.95,2011-11-05,2014-09-05,High Value
MD-178601,9590,14,685.0,1235.56,2011-02-26,2014-07-29,High Value
MD-178602,2689,14,192.07,436.82,2011-01-18,2014-04-17,High Value
MD-178603,2090,11,190.0,-72.02,2011-12-07,2014-10-16,High Value
MD-178604,1203,8,150.38,-4.04,2011-12-02,2014-11-25,Medium Value
MD-73501,732,6,122.0,121.11,2011-05-31,2014-05-09,Medium Value
MD-73502,26,1,26.0,13.2,2013-09-20,2013-09-20,Low Value
MD-73503,616,3,205.33,55.37,2013-12-05,2014-10-10,Medium Value
MD-78601,6855,12,571.25,2176.09,2012-05-23,2014-09-19,High Value
ME-173201,5608,13,431.38,629.13,2011-05-31,2014-12-26,High Value
ME-173202,6977,26,268.35,921.85,2011-06-17,2014-11-07,High Value
ME-173203,1281,8,160.12,-50.79,2011-09-13,2014-12-18,Medium Value
ME-173204,10665,22,484.77,1859.47,2011-01-07,2014-11-19,High Value
ME-177251,3465,22,157.5,118.01,2011-09-15,2014-10-31,High Value
ME-177252,801,4,200.25,151.52,2011-04-06,2014-04-01,Medium Value
ME-177253,1666,12,138.83,-23.86,2012-01-07,2014-07-19,Medium Value
ME-177254,1908,13,146.77,77.81,2011-07-12,2014-12-03,Medium Value
ME-180101,1520,7,217.14,290.14,2011-02-10,2013-10-30,Medium Value
ME-180102,5882,25,235.28,116.18,2011-02-10,2014-11-19,High Value
ME-180103,1888,10,188.8,125.63,2012-05-15,2014-10-22,Medium Value
ME-180104,1257,6,209.5,107.36,2011-07-21,2014-09-30,Medium Value
ME-73201,419,6,69.83,-170.68,2011-11-18,2014-06-10,Low Value
ME-73202,1302,9,144.67,229.59,2013-09-13,2014-12-11,Medium Value
ME-77251,514,7,73.43,-89.56,2011-09-19,2014-12-20,Medium Value
ME-77252,204,1,204.0,53.07,2014-02-11,2014-02-11,Low Value
ME-77253,1366,13,105.08,386.28,2011-08-06,2014-12-18,Medium Value
ME-80101,161,1,161.0,15.9,2013-12-04,2013-12-04,Low Value
MF-176651,4636,15,309.07,369.32,2011-03-25,2014-05-04,High Value
